	Meaty	Medicinal	Chocolate	Wood	Spice	Herbaceous	Berry	Dairy	Green	Nutty	Petrol	Floral	Caramel	Sulphur	Tree fruit	Tropical	Marine	Earthy	Melon	Sour	Citrus	Roasted	Phenol	Pungent	Smoke	Toasted	Savory
635	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.12	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.14	0.5
636	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.12	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.14	0.5
637	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.12	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.14	0.5
638	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.12	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.14	0.5
639	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.07	0.15	0.07	0.17	0.24	0.11	0.14	0.5
640	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.07	0.15	0.07	0.17	0.24	0.11	0.14	0.5
641	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.07	0.15	0.07	0.17	0.24	0.11	0.14	0.5
642	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.14	0.5
643	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.14	0.5
644	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.14	0.5
645	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.07	0.15	0.07	0.17	0.24	0.11	0.14	0.5
646	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.07	0.15	0.07	0.17	0.24	0.11	0.14	0.5
647	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.14	0.5
648	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.14	0.5
649	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.33	0.15	0.07	0.17	0.24	0.11	0.14	0.5
650	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.14	0.5
651	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.13	0.15	0.07	0.17	0.24	0.11	0.14	0.5
652	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.13	0.15	0.07	0.17	0.24	0.11	0.14	0.5
653	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.13	0.15	0.07	0.17	0.24	0.11	0.14	0.5
654	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.13	0.15	0.07	0.17	0.24	0.11	0.14	0.5
655	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.13	0.15	0.07	0.17	0.24	0.11	0.14	0.5
656	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.07	0.15	0.07	0.17	0.24	0.11	0.14	0.5
657	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.14	0.5
658	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.33	0.15	0.07	0.17	0.24	0.11	0.14	0.5
659	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.33	0.15	0.07	0.17	0.24	0.11	0.14	0.5
660	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.14	0.5
661	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.14	0.5
662	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.13	0.15	0.07	0.17	0.24	0.11	0.14	0.5
663	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.13	0.15	0.07	0.17	0.24	0.11	0.14	0.5
664	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.07	0.15	0.07	0.17	0.24	0.11	0.14	0.5
665	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.07	0.15	0.07	0.17	0.24	0.11	0.14	0.5
667	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.07	0.15	0.07	0.17	0.24	0.11	0.14	0.5
668	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.13	0.15	0.07	0.17	0.24	0.11	0.14	0.5
669	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.13	0.15	0.07	0.17	0.24	0.11	0.14	0.5
670	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.14	0.5
671	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.14	0.5
672	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.14	0.5
673	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.4	0.15	0.07	0.17	0.24	0.11	0.14	0.5
674	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.14	0.5
675	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.14	0.5
676	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.07	0.15	0.07	0.17	0.24	0.11	0.14	0.5
677	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.07	0.15	0.07	0.17	0.24	0.11	0.14	0.5
678	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.13	0.15	0.07	0.17	0.24	0.11	0.14	0.5
679	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.13	0.15	0.07	0.17	0.24	0.11	0.14	0.5
680	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.13	0.15	0.07	0.17	0.24	0.11	0.14	0.5
682	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.07	0.15	0.07	0.17	0.24	0.11	0.14	0.5
683	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.13	0.15	0.07	0.17	0.24	0.11	0.14	0.5
684	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.13	0.15	0.07	0.17	0.24	0.11	0.14	0.5
685	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.14	0.5
686	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.07	0.15	0.07	0.17	0.24	0.11	0.14	0.5
687	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.07	0.15	0.07	0.17	0.24	0.11	0.14	0.5
688	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.13	0.15	0.07	0.17	0.24	0.11	0.14	0.5
690	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.13	0.15	0.07	0.17	0.24	0.11	0.14	0.5
691	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.13	0.15	0.07	0.17	0.24	0.11	0.14	0.5
693	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.07	0.15	0.07	0.17	0.24	0.11	0.14	0.5
694	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.13	0.15	0.07	0.17	0.24	0.11	0.14	0.5
695	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.13	0.15	0.07	0.17	0.24	0.11	0.14	0.5
696	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.14	0.5
697	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.33	0.15	0.07	0.17	0.24	0.11	0.14	0.5
698	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.14	0.5
699	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.14	0.5
700	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.14	0.5
701	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.14	0.5
702	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.14	0.5
703	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.14	0.5
704	0.17	0.15	0.18	0.06	0.16	0.15	0.11	0.06	0.22	0.25	0.17	0.28	0.26	0.17	0.14	0.07	0.21	0.2	0.11	0.33	0.17	0.09	0.17	0.26	0.11	0.14	0.5
705	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.14	0.5
706	0.06	0.12	0.18	0.06	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.28	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.16	0.07	0.17	0.24	0.11	0.14	0.5
707	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.33	0.15	0.07	0.17	0.24	0.11	0.14	0.5
708	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.14	0.5
709	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.33	0.15	0.07	0.17	0.24	0.11	0.14	0.5
710	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.14	0.5
711	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.33	0.15	0.07	0.17	0.24	0.11	0.14	0.5
712	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.14	0.5
713	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.14	0.5
714	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.14	0.5
715	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.14	0.5
716	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.14	0.5
717	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.14	0.5
718	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.14	0.5
719	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.14	0.5
720	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.13	0.15	0.07	0.17	0.24	0.11	0.14	0.5
721	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.13	0.15	0.07	0.17	0.24	0.11	0.14	0.5
722	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.13	0.15	0.07	0.17	0.24	0.11	0.14	0.5
723	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.4	0.15	0.07	0.17	0.24	0.11	0.14	0.5
724	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.13	0.15	0.07	0.17	0.24	0.11	0.14	0.5
725	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.13	0.15	0.07	0.17	0.24	0.11	0.14	0.5
726	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.13	0.15	0.07	0.17	0.24	0.11	0.14	0.5
727	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.13	0.15	0.07	0.17	0.24	0.11	0.14	0.5
728	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.13	0.15	0.07	0.17	0.24	0.11	0.14	0.5
729	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.13	0.15	0.07	0.17	0.24	0.11	0.14	0.5
730	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.13	0.15	0.07	0.17	0.24	0.11	0.14	0.5
731	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.13	0.15	0.07	0.17	0.24	0.11	0.14	0.5
732	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.13	0.15	0.07	0.17	0.24	0.11	0.14	0.5
733	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.13	0.15	0.07	0.17	0.24	0.11	0.14	0.5
734	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.13	0.15	0.07	0.17	0.24	0.11	0.14	0.5
735	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.13	0.15	0.07	0.17	0.24	0.11	0.14	0.5
736	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.13	0.15	0.07	0.17	0.24	0.11	0.14	0.5
737	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.13	0.15	0.07	0.17	0.24	0.11	0.14	0.5
738	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.13	0.15	0.07	0.17	0.24	0.11	0.14	0.5
739	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.13	0.15	0.07	0.17	0.24	0.11	0.14	0.5
740	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.4	0.15	0.07	0.17	0.24	0.11	0.14	0.5
741	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.14	0.5
742	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.4	0.15	0.07	0.17	0.24	0.11	0.14	0.5
743	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.13	0.15	0.07	0.17	0.24	0.11	0.14	0.5
744	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.13	0.15	0.07	0.17	0.24	0.11	0.14	0.5
745	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.13	0.15	0.07	0.17	0.24	0.11	0.14	0.5
746	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.13	0.15	0.07	0.17	0.24	0.11	0.14	0.5
747	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.4	0.15	0.07	0.17	0.24	0.11	0.14	0.5
748	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.07	0.15	0.07	0.17	0.24	0.11	0.14	0.5
749	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.4	0.15	0.07	0.17	0.24	0.11	0.14	0.5
750	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.4	0.15	0.07	0.17	0.24	0.11	0.14	0.5
751	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.13	0.15	0.07	0.17	0.24	0.11	0.14	0.5
752	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.13	0.15	0.07	0.17	0.24	0.11	0.14	0.5
753	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.13	0.15	0.07	0.17	0.24	0.11	0.14	0.5
754	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.4	0.15	0.07	0.17	0.24	0.11	0.14	0.5
755	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.13	0.15	0.07	0.17	0.24	0.11	0.14	0.5
756	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.13	0.15	0.07	0.17	0.24	0.11	0.14	0.5
757	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.13	0.15	0.07	0.17	0.24	0.11	0.14	0.5
758	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.14	0.5
759	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.19	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.27	0.15	0.07	0.17	0.24	0.11	0.14	0.5
762	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.13	0.15	0.07	0.17	0.24	0.11	0.14	0.5
763	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.13	0.15	0.07	0.17	0.24	0.11	0.14	0.5
764	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.13	0.15	0.07	0.17	0.24	0.11	0.14	0.5
765	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.07	0.15	0.07	0.17	0.24	0.11	0.14	0.5
766	0.06	0.12	0.18	0.04	0.16	0.1	0.11	0.06	0.01	0.24	0.17	0.25	0.25	0.09	0.14	0.07	0.14	0.11	0.11	0.13	0.15	0.07	0.17	0.24	0.11	0.14	0.5
